"Concat (VV Vendor,UPC)",Preferred,Preferred (1),Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,THC Mg per unit,Department,Category,Sub Category,Size,Units/Case,Deal Description,Case 1 (Retail),Deepest Invoice (Market),Top Ten Invoice Cost,Free Case Value,Buy Qty,Free Qty,Freight,Net Case,Net/Unit,Discount To Market,Retail,Club,GM%,Avg Retail,Avg Club,Avg Sale,Total Wine,Sales Ranking,Competitor Pricing,Concatenate NS Vendor Name,Distributor (1),CR Vendor Name,Category (for markup),Markup %,Invoice Price,Invoice Price Check against CR,REMOVE?,Supplier Supported Tasting Item (1),Distributor (2),Supplier (1),Item Number (1),Product UPC (1),Product Description (1),Department (1),Size (1),Units/Case (1),Deal Description (1),Buy Months (if appl.),Case 1 (Retail) (1),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value (1),Buy Qty (1),Free Qty (1),Freight (1),EO $,EO Cases,EO Period,EO Notes,EO Notes (1),New PV Function,September,October
"Capitol Beverage Sales, L.P.860008762467","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Plift,p19711,860008762467,Plift Juicy Grapefruit 10mg THC 4pk 7.5oz can,10,THC,Beverages,,4pk 8oz can,6,,,68,68,,,,,68,11.333333333333334,0,21.99,17.96,0.36896807720861174,15.99,13.96,0,10.99,113,Alot More - Varies ,"Capitol Beverage Sales, L.P.860008762467","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,68,61.00020000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.860008762443","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Plift,19709,860008762443,Plift Tart Lime 10mg THC 4pk 7.5 oz can,10,THC,Beverages,,4pk 8oz can,6,,,68,68,,,,,68,11.333333333333334,0,21.99,17.96,0.36896807720861174,15.99,13.96,0,10.99,93,Alot More - Varies ,"Capitol Beverage Sales, L.P.860008762443","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,68,61.00020000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.860012955015","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Plift,19715,860012955015,Plift Variety Pack 12pk 12oz can 10mg THC,10,THC,Beverages,,12pk 12oz can,2,,,53,53,53,20,3,,46.08695652173913,23.043478260869566,0.13043478260869557,42.99,35.96,0.3591913720559075,40.99,33.96,0,39.99,12,Alot More - Varies ,"Capitol Beverage Sales, L.P.860012955015","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696068644,Nothing But Hemp LLC,Yes,,Nothing But Hemp LLC,Slash,649696068644,649696068644,Slash Asian Pear 10mg THC 5 Pack,50,THC,Edibles,,,150,,750,525,322.5,,,,,322.5,2.15,0.3857142857142857,3.99,2.96,0.2736486486486487,7.99,6.96,0,X,1,86.99,Nothing But Hemp LLC649696068644,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,322.5,322.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696065605,Nothing But Hemp LLC,Yes,,Nothing But Hemp LLC,Slash,649696065605,649696065605,Slash Fugi Apple 10mg THC 5 Pack,50,THC,Edibles,,,150,,750,525,322.5,,,,,322.5,2.15,0.3857142857142857,3.99,2.96,0.2736486486486487,7.99,6.96,0,X,3,87.99,Nothing But Hemp LLC649696065605,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,322.5,322.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696068620,Nothing But Hemp LLC,Yes,,Nothing But Hemp LLC,Slash,649696068620,649696068620,Slash Yuzu 10mg THC 5 Pack,50,THC,Edibles,,,150,,750,525,322.5,,,,,322.5,2.15,0.3857142857142857,3.99,2.96,0.2736486486486487,7.99,6.96,0,X,2,88.99,Nothing But Hemp LLC649696068620,Nothing But Hemp LLC,Nothing But Hemp LLC,Edibles,0.5,322.5,322.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation811194039611,Bellboy Corporation,Yes,,Bellboy Corporation,Smokiez,9922012,811194039611,Smokiez Blackberry Lemonade 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,96,87.27,80,,,,,80,13.333333333333334,0.08330468660478973,24.99,20.96,0.3638676844783715,18.99,15.96,0,22.99,49,,Bellboy Corporation811194039611,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,80,79.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation811194035583,Bellboy Corporation,Yes,,Bellboy Corporation,Smokiez,9921075,811194035583,Smokiez Blue Raspberry 5mg THC 10 Pack,5mg,THC,Edibles,,,12,Case 1,96,82.29,66,,,,,66,5.5,0.19795843966460092,10.99,8.96,0.38616071428571436,15.49,12.96,0,,,,Bellboy Corporation811194035583,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation811194034913,Bellboy Corporation,Yes,,Bellboy Corporation,Smokiez,9921025,811194034913,Smokiez Jamberry THC 10 pack,5mg,THC,Edibles,,,12,Case 1,96,82.29,66,,,,,66,5.5,0.19795843966460092,10.99,8.96,0.38616071428571436,15.49,12.96,0,,,,Bellboy Corporation811194034913,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation811194039574,Bellboy Corporation,Yes,,Bellboy Corporation,Smokiez,9922002,811194039574,Smokiez Lemonade 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,90,87.27,80,,,,,80,13.333333333333334,0.08330468660478973,24.99,20.96,0.3638676844783715,18.99,15.96,0,22.99,146,,Bellboy Corporation811194039574,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,80,79.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation811194035644,Bellboy Corporation,Yes,,Bellboy Corporation,Smokiez,9921055,811194035644,Smokiez Peach 5mg THC 10 Pack,5mg,THC,Edibles,,,12,Case 1,96,82.29,66,,,,,66,5.5,0.19795843966460092,10.99,8.96,0.38616071428571436,15.49,12.96,0,,,,Bellboy Corporation811194035644,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation811194035590,Bellboy Corporation,Yes,,Bellboy Corporation,Smokiez,9921085,811194035590,Smokiez Sour Blue Rasp 5mg THC 10 Pack,5mg,THC,Edibles,,,12,Case 1,96,82.29,66,,,,,66,5.5,0.19795843966460092,10.99,8.96,0.38616071428571436,15.49,12.96,0,,,,Bellboy Corporation811194035590,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation811194034920,Bellboy Corporation,Yes,,Bellboy Corporation,Smokiez,9921035,811194034920,Smokiez Sour Jamberry THC 10 pack,5mg,THC,Edibles,,,12,Case 1,96,82.29,66,,,,,66,5.5,0.19795843966460092,10.99,8.96,0.38616071428571436,15.49,12.96,0,X,91,,Bellboy Corporation811194034920,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation811194034128,Bellboy Corporation,Yes,,Bellboy Corporation,Smokiez,9921015,811194034128,Smokiez Sour Watermelon THC 10 pack,5mg,THC,Edibles,,,12,Case 1,96,82.29,66,,,,,66,5.5,0.19795843966460092,10.99,8.96,0.38616071428571436,15.49,12.96,0,X,103,,Bellboy Corporation811194034128,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation811194034111,Bellboy Corporation,Yes,,Bellboy Corporation,Smokiez,9921005,811194034111,Smokiez Watermelon THC 10 pack,5mg,THC,Edibles,,,12,Case 1,96,82.29,66,,,,,66,5.5,0.19795843966460092,10.99,8.96,0.38616071428571436,15.49,12.96,0,X,69,,Bellboy Corporation811194034111,Bellboy Corporation,Bellboy Corporation,Edibles,0.5,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Ciderwerks859990007441,Sociable Cider Werks,,,Social Ciderwerks,Social Ciderwerks,859990007441,859990007441,Squoze Apple Kush 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,52,,,,,52,8.666666666666666,,15.99,12.96,0.33127572016460916,17.49,14.96,0,,,Alot More - Varies ,Social Ciderwerks859990007441,Social Ciderwerks,Social Ciderwerks,Beverages,0.5,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Ciderwerks859990007106,Sociable Cider Werks,,,Social Ciderwerks,Social Ciderwerks,859990007106,859990007106,Squoze Blaze Pack 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,,,,54,,,,,54,27,,49.99,41.96,0.3565300285986654,47.99,39.96,0,X,126,Alot More - Varies ,Social Ciderwerks859990007106,Social Ciderwerks,Social Ciderwerks,Beverages,0.5,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Ciderwerks859990007380,Sociable Cider Werks,,,Social Ciderwerks,Social Ciderwerks,859990007380,859990007380,Squoze Blue Berry Lift 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,52,,,,,52,8.666666666666666,,15.99,12.96,0.33127572016460916,17.49,14.96,0,,,Alot More - Varies ,Social Ciderwerks859990007380,Social Ciderwerks,Social Ciderwerks,Beverages,0.5,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artisan Beer Company850011431962,Artisan Beer,,Yes,Artisan Beer Company,Stigma,1470811,850011431962,Stigma Berry Tea 10mg THC,10,THC,Beverages,,4pk 16oz can,6,"10 Free on 104, 3 from Stigma, 7 from Artisan",72.8,64.25,60.2,60.2,104,10,,54.91929824561404,9.153216374269006,0.14522493002935355,16.99,13.96,0.34432547462256413,16.99,14.96,0,,,,Artisan Beer Company850011431962,Artisan Beer Company,Artisan Beer Company,Beverages,0.5,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artisan Beer Company860014678462,Artisan Beer,,Yes,Artisan Beer Company,Stigma,1899063,860014678462,Stigma Black Cherry 10mg THC 4pk 16oz can,10,THC,Beverages,,4pk 16oz can,6,,,,64.25,,,,,64.25,10.708333333333334,,19.99,16.96,0.3686124213836478,16.99,14.96,0,,,,Artisan Beer Company860014678462,Artisan Beer Company,Artisan Beer Company,Beverages,0.5,64.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artisan Beer Company850011431979,Artisan Beer,,Yes,Artisan Beer Company,Stigma,1602471,850011431979,Stigma Club Soda 10mg THC,10,THC,Beverages,,4pk 16oz can,6,"10 Free on 104, 3 from Stigma, 7 from Artisan",72.8,64.25,60.2,60.2,104,10,,54.91929824561404,9.153216374269006,0.14522493002935355,16.99,13.96,0.34432547462256413,16.99,14.96,0,,,,Artisan Beer Company850011431979,Artisan Beer Company,Artisan Beer Company,Beverages,0.5,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artisan Beer Company850011431948,Artisan Beer,,Yes,Artisan Beer Company,Stigma,1612977,850011431948,Stigma Lemonade Tea 10mg THC,10,THC,Beverages,,4pk 16oz can,6,"10 Free on 104, 3 from Stigma, 7 from Artisan",72.8,64.25,60.2,60.2,104,10,,54.91929824561404,9.153216374269006,0.14522493002935355,16.99,13.96,0.34432547462256413,16.99,14.96,0,,,,Artisan Beer Company850011431948,Artisan Beer Company,Artisan Beer Company,Beverages,0.5,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artisan Beer Company850011431986,Artisan Beer,,Yes,Artisan Beer Company,Stigma,1011270,850011431986,Stigma Lime Seltzer 10mg THC,10,THC,Beverages,,4pk 16oz can,6,"10 Free on 104, 3 from Stigma, 7 from Artisan",72.8,64.25,60.2,60.2,104,10,,54.91929824561404,9.153216374269006,0.14522493002935355,16.99,13.96,0.34432547462256413,16.99,14.96,0,,,,Artisan Beer Company850011431986,Artisan Beer Company,Artisan Beer Company,Beverages,0.5,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artisan Beer Company850011431955,Artisan Beer,,Yes,Artisan Beer Company,Stigma,1652032,850011431955,Stigma Peach Iced Tea 10mg THC,10,THC,Beverages,,4pk 16oz can,6,"10 Free on 104, 3 from Stigma, 7 from Artisan",72.8,64.25,60.2,60.2,104,10,,54.91929824561404,9.153216374269006,0.14522493002935355,16.99,13.96,0.34432547462256413,16.99,14.96,0,,,,Artisan Beer Company850011431955,Artisan Beer Company,Artisan Beer Company,Beverages,0.5,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artisan Beer Company860014678400,Artisan Beer,,Yes,Artisan Beer Company,Stigma,1874724,860014678400,Stigma Tea Variety Pack 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12ozcan,2,"10 Free on 104, 3 from Stigma, 7 from Artisan",,,51.4,8,1,1,,43.4,21.7,,42.99,35.96,0.39655172413793105,44.99,35.96,0,,,,Artisan Beer Company860014678400,Artisan Beer Company,Artisan Beer Company,Beverages,0.5,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artisan Beer Company860014678486,Artisan Beer,,Yes,Artisan Beer Company,Stigma,1924697,860014678486,Stigma Tonic Variety Pack 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12ozcan,2,"10 Free on 104, 3 from Stigma, 7 from Artisan",,,51.4,8,1,1,,43.4,21.7,,42.99,35.96,0.39655172413793105,44.99,35.96,0,,,,Artisan Beer Company860014678486,Artisan Beer Company,Artisan Beer Company,Beverages,0.5,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artisan Beer Company850011431788,Stigma,,Yes,Artisan Beer Company,Stigma,1122301,850011431788,Stigma Variety Pack 10mg THC,10,THC,Beverages,,12pk 12oz can,2,"10 Free on 104, 3 from Stigma, 7 from Artisan",71.4,57.1,53.05,53.05,104,10,,48.396491228070175,24.198245614035088,0.15242572280087263,42.99,35.96,0.3270788205218274,44.99,35.96,0,,,,Artisan Beer Company850011431788,Artisan Beer Company,Artisan Beer Company,Beverages,0.5,53.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850058379067","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Sweet Justice,30303,850058379067,Sweet Justice Cherry Cola 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Support with Free cs from SJ,84,84,84,84,4,1,,67.2,11.200000000000001,0.19999999999999996,19.99,16.96,0.33962264150943394,18.99,15.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.850058379067","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,84,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850058379029","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Sweet Justice,30301,850058379029,Sweet Justice Cola 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,71.5,71.5,63.5,,,,,63.5,10.583333333333334,0.11188811188811187,18.99,15.96,0.33688387635756056,17.49,14.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.850058379029","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,63.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850058379173","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Sweet Justice,30311,850058379173,Sweet Justice Cola Zero Sugar 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Support with Free cs from SJ,84,84,84,84,4,1,,67.2,11.200000000000001,0.19999999999999996,19.99,16.96,0.33962264150943394,24.99,15.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.850058379173","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850058379098","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Sweet Justice,30309,850058379098,Sweet Justice Elderberry 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,71.5,71.5,63.5,,,,,63.5,10.583333333333334,0.11188811188811187,18.99,15.96,0.33688387635756056,17.49,14.96,11.95,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.850058379098","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,63.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850058379128","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Sweet Justice,30307,850058379128,Sweet Justice Island Punch 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Support with Free cs from SJ,84,84,84,84,4,1,,67.2,11.200000000000001,0.19999999999999996,19.99,16.96,0.33962264150943394,22.49,15.96,0,16.99,87,Alot More - Varies ,"Capitol Beverage Sales, L.P.850058379128","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,84,76.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850058379043","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Sweet Justice,30305,850058379043,Sweet Justice Lemon Ginger 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,71.5,71.5,63.5,63.5,2,1,,42.33333333333333,7.0555555555555545,0.407925407925408,12.99,10.96,0.3562449310624495,17.49,14.96,0,,,Alot More - Varies ,"Capitol Beverage Sales, L.P.850058379043","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,63.5,63.49979999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweet Leaves, LLC198715102017","Sweet Leaves, LLC",Yes,,"Sweet Leaves, LLC","Sweet Leaves, LLC",,198715102017,Sweet Leaves Passion Fruit 5mg THC 10 Pack,5,THC,Edibles,,10 Pack,12,Direct Ship to Blaine,,,62.4,,,,,62.4,5.2,,9.99,7.96,0.34673366834170855,11.49,9.96,0,,,Alot More - Varies ,"Sweet Leaves, LLC198715102017","Sweet Leaves, LLC","Sweet Leaves, LLC",Edibles,0.5,62.4,62.400000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweet Leaves, LLC198715221473","Sweet Leaves, LLC",Yes,,"Sweet Leaves, LLC","Sweet Leaves, LLC",,198715221473,Sweet Leaves Peach 5mg THC 10 Pack,5,THC,Edibles,,10 Pack,12,Direct Ship to Blaine,,,62.4,,,,,62.4,5.2,,9.99,7.96,0.34673366834170855,11.49,9.96,0,,,Alot More - Varies ,"Sweet Leaves, LLC198715221473","Sweet Leaves, LLC","Sweet Leaves, LLC",Edibles,0.5,62.4,62.400000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweet Leaves, LLC198715344844","Sweet Leaves, LLC",Yes,,"Sweet Leaves, LLC","Sweet Leaves, LLC",,198715344844,Sweet Leaves Pineapple 5mg THC 10 Pack,5,THC,Edibles,,10 Pack,12,Direct Ship to Blaine,,,62.4,,,,,62.4,5.2,,9.99,7.96,0.34673366834170855,11.49,9.96,0,,,Alot More - Varies ,"Sweet Leaves, LLC198715344844","Sweet Leaves, LLC","Sweet Leaves, LLC",Edibles,0.5,62.4,62.400000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweet Leaves, LLC198715463590","Sweet Leaves, LLC",Yes,,"Sweet Leaves, LLC","Sweet Leaves, LLC",,198715463590,Sweet Leaves Pink Lemon 5mg THC 10 Pack,5,THC,Edibles,,10 Pack,12,Direct Ship to Blaine,,,62.4,,,,,62.4,5.2,,9.99,7.96,0.34673366834170855,11.49,9.96,0,,,Alot More - Varies ,"Sweet Leaves, LLC198715463590","Sweet Leaves, LLC","Sweet Leaves, LLC",Edibles,0.5,62.4,62.400000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweet Leaves, LLC198715216912","Sweet Leaves, LLC",Yes,,"Sweet Leaves, LLC","Sweet Leaves, LLC",,198715216912,Sweet Leaves Sleep 5mg THC 5mg CBN 10mg CBD 10pk,5/10,THC,Edibles,,10 Pack,12,Direct Ship to Blaine,,,62.4,,,,,62.4,5.2,,9.99,7.96,0.34673366834170855,11.49,9.96,0,,,Alot More - Varies ,"Sweet Leaves, LLC198715216912","Sweet Leaves, LLC","Sweet Leaves, LLC",Edibles,0.5,62.4,62.400000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sweet Leaves, LLC198715716610","Sweet Leaves, LLC",Yes,,"Sweet Leaves, LLC","Sweet Leaves, LLC",,198715716610,Sweet Leaves Tropical Mix 5mg THC 10 Pack,5,THC,Edibles,,10 Pack,12,Direct Ship to Blaine,,,62.4,,,,,62.4,5.2,,9.99,7.96,0.34673366834170855,11.49,9.96,0,,,Alot More - Varies ,"Sweet Leaves, LLC198715716610","Sweet Leaves, LLC","Sweet Leaves, LLC",Edibles,0.5,62.4,62.400000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai860009350953,Get Chai,Yes,,Get Chai,TBD,860009350953,860009350953,TBD Green Tea Lemonade 10mg THC 12oz can,10,THC,Beverages,,12oz can,24,,,,76.8,,,,,76.8,3.1999999999999997,,5.99,4.96,0.35483870967741943,7.99,6.96,0,X,47,Alot More - Varies ,Get Chai860009350953,Get Chai,Get Chai,Beverages,0.5,76.8,76.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai860009350946,Get Chai,Yes,,Get Chai,TBD,860009350946,860009350946,TBD Green Tea Lemonade 4mg THC 12oz can,4,THC,Beverages,,12oz can,24,,,,76.8,,,,,76.8,3.1999999999999997,,5.99,4.96,0.35483870967741943,7.99,6.96,0,,,Alot More - Varies ,Get Chai860009350946,Get Chai,Get Chai,Beverages,0.5,76.8,76.80000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get Chai860009350908,Get Chai,Yes,,Get Chai,TBD,860009350908,860009350908,TBD Strawberry 4mg THC 10 Pack,4,THC,Edibles,,,10,,,,80,,,,,80,8,,13.99,11.96,0.33110367892976594,17.49,14.96,0,,,Alot More - Varies ,Get Chai860009350908,Get Chai,Get Chai,Edibles,0.5,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850009601247",,,,"Capitol Beverage Sales, L.P.",Tempter's,31305,850009601247,Tempter's Blueberry 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,82,64,10.666666666666666,1,,,64,10.666666666666666,0.2195121951219512,19.99,16.96,0.3710691823899372,5.99,4.96,0,17.99,34,Alot More - Varies ,"Capitol Beverage Sales, L.P.850009601247","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850009601223",,,,"Capitol Beverage Sales, L.P.",Tempter's,31303,850009601223,Tempter's Citrus 10mg 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,82,64,10.666666666666666,1,,,64,10.666666666666666,0.2195121951219512,19.99,16.96,0.3710691823899372,5.99,4.96,0,17.99,14,Alot More - Varies ,"Capitol Beverage Sales, L.P.850009601223","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850009601230",,,,"Capitol Beverage Sales, L.P.",Tempter's,31301,850009601230,Tempter's Strawberry 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,82,64,10.666666666666666,1,,,64,10.666666666666666,0.2195121951219512,19.99,16.96,0.3710691823899372,5.99,4.96,0,17.99,37,Alot More - Varies ,"Capitol Beverage Sales, L.P.850009601230","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850009601407","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Tempter's,31307,850009601407,Tempter's Variety Pack 10mg THC 6pk 12oz can,10,THC,Beverages,,6pk 12oz can,4,,,82,64,16,1,,,64,16,0.2195121951219512,29.99,24.96,0.358974358974359,29.99,24.96,0,27.99,22,Alot More - Varies ,"Capitol Beverage Sales, L.P.850009601407","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bauhaus Brew Labs810091530252,Bauhaus Brew Labs,Yes,,Bauhaus Brew Labs,Tetra,1,810091530252,Tetra Lemon-Lime 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,,,62,,4,,,62,10.333333333333334,,18.99,15.96,0.35254803675856305,17.49,14.96,0,,,,Bauhaus Brew Labs810091530252,Bauhaus Brew Labs,Bauhaus Brew Labs,Beverages,0.5,62,61.99979999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bauhaus Brew Labs810091530849,Bauhaus Brew Labs,Yes,,Bauhaus Brew Labs,Tetra,44,810091530849,Tetra Rasp-Ginger 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,80,,4,,,80,13.333333333333334,,24.99,20.96,0.3638676844783715,23.99,19.96,0,X,123,,Bauhaus Brew Labs810091530849,Bauhaus Brew Labs,Bauhaus Brew Labs,Beverages,0.5,80,79.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bauhaus Brew Labs810091530368,Bauhaus Brew Labs,Yes,,Bauhaus Brew Labs,Tetra,4,810091530368,Tetra Raspberry-Ginger 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,,,62,,4,,,62,10.333333333333334,,18.99,15.96,0.35254803675856305,17.49,14.96,0,,,,Bauhaus Brew Labs810091530368,Bauhaus Brew Labs,Bauhaus Brew Labs,Beverages,0.5,62,61.99979999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation810012698610, ,,,Bellboy Corporation,Foundry Nation,9917072,810012698610,Two Scoops Cherry 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,98,98,78.4,79,10,1,,70.5,11.75,0.2806122448979592,21.99,17.96,0.3457683741648107,,,,,,,Bellboy Corporation810012698610,Bellboy Corporation,Bellboy Corporation,,0.5,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation810012698634, ,,,Bellboy Corporation,Foundry Nation,9917082,810012698634,Two Scoops Orange 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,98,98,78.4,79,10,1,,70.5,11.75,0.2806122448979592,23.99,19.96,0.4113226452905812,,,,,,,Bellboy Corporation810012698634,Bellboy Corporation,Bellboy Corporation,,0.5,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
