Source,Product Code,Description,Supplier,Location,Ref #,Status,Cases Ordered,Cases Received,Case Discrepancy,Dept,Category,Notes,Line Notes,Date Created
Discrepancy,605779976251,Jinro Strawberry 375ml,Johnson Brothers - St. Paul,Vadnais Heights,1034309,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,bo,2026-09-07T00:00:00
Discrepancy,082242011051,Bota Box Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Vadnais Heights,1034312,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,bo,2026-09-07T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Vadnais Heights,1034312,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,bo,2026-09-07T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Woodbury,1034320,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,Free Goods,BO,2026-09-07T00:00:00
Discrepancy,082242011013,Bota Box Chardonnay 500ml,Phillips Wine & Spirits - St. Paul,Woodbury,1034323,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,BO,2026-09-07T00:00:00
Discrepancy,082242011051,Bota Box Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Woodbury,1034323,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,BO,2026-09-07T00:00:00
Discrepancy,082242016780,Bota Box Breeze Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Woodbury,1034323,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,BO,2026-09-07T00:00:00
Discrepancy,086003001657,Woodbridge Pinot Grigio 1.5L,Southern Glazer's Wine & Spirits of MN,Woodbury,1034325,Inventory Received,2.0,1.0,-1.0,Wine,Pinot Grigio/Gris,,1 MI,2026-09-07T00:00:00
Discrepancy,086003861862,Woodbridge Sauv Blanc 750ml,Southern Glazer's Wine & Spirits of MN,Woodbury,1034325,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,BO,2026-09-07T00:00:00
Discrepancy,089419000160,La Vieille Ferme Rose 3L Box,The Wine Company,Woodbury,1034326,Inventory Received,1.0,0.0,-1.0,Wine,Rose,,MI,2026-09-07T00:00:00
Discrepancy,089419000177,La Vieille Ferme Rose 750ml,The Wine Company,St. Louis Park,1034333,Inventory Received,2.0,0.0,-2.0,Wine,Rose,Wedding,mi,2026-09-08T00:00:00
Discrepancy,085000034552,Black Box Deep Dark Cabernet 3L Box,Johnson Brothers - St. Paul,Andover,1034446,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-14T00:00:00
Discrepancy,082242016094,Bota Box Nighthawk Black Lush Pinot Noir 3L Box,Phillips Wine & Spirits - St. Paul,Andover,1034450,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Noir,,bo,2026-09-14T00:00:00
Discrepancy,857680001533,High Valley Cabernet Sauvignon 750ml,Paustis Wine,Blaine,1034458,Inventory Received,8.0,7.0,-1.0,Wine,Cabernet,Buyer's Select,Partially received only 7 cases ,2026-09-14T00:00:00
Discrepancy,605779976084,Jinro Green Grape 375ml,Johnson Brothers - St. Paul,Blaine,1034461,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,mi,2026-09-14T00:00:00
Discrepancy,605779976251,Jinro Strawberry 375ml,Johnson Brothers - St. Paul,Blaine,1034461,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,mi,2026-09-14T00:00:00
Discrepancy,031259044101,Yellow Tail Sweet Red Roo 1.5L,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,,mi,2026-09-14T00:00:00
Discrepancy,074806186206,Daily's Hurricane RTD Frozen 10oz,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,mi,2026-09-14T00:00:00
Discrepancy,074806189405,Daily's Jamaican RTD Frozen 10oz,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,mi,2026-09-14T00:00:00
Discrepancy,082242010450,Bota Box Cabernet Sauvignon 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,3.0,0.0,-3.0,Wine,Cabernet,,mi,2026-09-14T00:00:00
Discrepancy,082242011051,Bota Box Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,mi,2026-09-14T00:00:00
Discrepancy,082242012935,Bota Box Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,2.0,0.0,-2.0,Wine,Sauvignon Blanc,,mi,2026-09-14T00:00:00
Discrepancy,082242013741,Bota Box NightHawk Red Blend 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,,mi,2026-09-14T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-14T00:00:00
Discrepancy,082242015691,Bota Box Nighthawk GD Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,mi,2026-09-14T00:00:00
Discrepancy,082242016049,Bota Box Nighthawk Gold Sauv Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-14T00:00:00
Discrepancy,082242016056,Bota Box Redvolution 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,2.0,0.0,-2.0,Wine,Red Blends,,mi,2026-09-14T00:00:00
Discrepancy,082242016063,Bota Box Nighthawk Blk Bourbon Cabernet 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,2.0,0.0,-2.0,Wine,Cabernet,,mi,2026-09-14T00:00:00
Discrepancy,082242016094,Bota Box Nighthawk Black Lush Pinot Noir 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Noir,,mi,2026-09-14T00:00:00
Discrepancy,082242016773,Bota Box Breeze Dry Rose 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Rose,,mi,2026-09-14T00:00:00
Discrepancy,082242016827,Bota Box Breeze Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-14T00:00:00
Discrepancy,082242017374,Bota Box Nighthawk Rum Barrel Red 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,,mi,2026-09-14T00:00:00
Discrepancy,082242017558,Bota Box Merlot 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Merlot,,mi,2026-09-14T00:00:00
Discrepancy,082242017657,Bota Box Nighthawk Black Malbec 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Malbec,,mi,2026-09-14T00:00:00
Discrepancy,082242018685,Bota Box Brightside Sauv Blanc/PG 3L Box,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,White Blends,,mi,2026-09-14T00:00:00
Discrepancy,08500520,Sutter Home Cab Sauv 187ml,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-14T00:00:00
Discrepancy,08500627,Sutter Home Chardonnay 187ml,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,mi,2026-09-14T00:00:00
Discrepancy,08501422,Sutter Home Pinot Grigio 187ml,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,2.0,0.0,-2.0,Wine,Pinot Grigio/Gris,,mi,2026-09-14T00:00:00
Discrepancy,085200005758,SeaGlass Sauvignon Blanc 750ml,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-14T00:00:00
Discrepancy,085200718740,Sutter Home Sauvignon Blanc 187ml,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-14T00:00:00
Discrepancy,08572624,Fre Pinot Grigio N/A 750ml,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,mi,2026-09-14T00:00:00
Discrepancy,188985000113,Joel Gott Sauv Blanc 750ml,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Sauvignon Blanc,,mi,2026-09-14T00:00:00
Discrepancy,876153004093,Castello del Poggio Prosecco 750ml,Phillips Wine & Spirits - St. Paul,Blaine,1034465,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,mi,2026-09-14T00:00:00
Discrepancy,188985000120,Joel Gott Zinfandel 750ml,Phillips Wine & Spirits - St. Paul,Blaine,1034471,Inventory Received,1.0,0.0,-1.0,Wine,Zinfandel,Store Request,mi,2026-09-14T00:00:00
Discrepancy,188985000694,Joel Gott Red Blend 750ml,Phillips Wine & Spirits - St. Paul,Blaine,1034471,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,Store Request,mi,2026-09-14T00:00:00
Discrepancy,717888510025,Hess Select Cab Sauv 750ml,Phillips Wine & Spirits - St. Paul,Blaine,1034471,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,Store Request,mi,2026-09-14T00:00:00
Discrepancy,082242010450,Bota Box Cabernet Sauvignon 3L Box,Phillips Wine & Spirits - St. Paul,Chanhassen,1034487,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,BO,2026-09-14T00:00:00
Discrepancy,082242011051,Bota Box Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Chanhassen,1034487,Inventory Received,3.0,0.0,-3.0,Wine,Chardonnay,,WI,2026-09-14T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Chanhassen,1034487,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,BO,2026-09-14T00:00:00
Discrepancy,842094181766,2 oz plastic shot glasses,"True Brands, Inc.",Chanhassen,1034490,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718025310,Wine Stain Gift Bag,"True Brands, Inc.",Chanhassen,1034490,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718028816,Bash Basic Muddler,"True Brands, Inc.",Chanhassen,1034490,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718032745,Assorted Retro Drinking Icon Wine Bags,"True Brands, Inc.",Chanhassen,1034490,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,082242010450,Bota Box Cabernet Sauvignon 3L Box,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034495,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,Free Goods,BO,2026-09-14T00:00:00
Discrepancy,5604424367401,TOPO Tinto Red,"Maverick Beverage Co., LLC - MN",Cottage Grove,1034497,Receiving,1.0,,,Wine,Red Blends,,,2026-09-14T00:00:00
Discrepancy,763955408108,Les Allies Brut Sparkling Rose 750ml,"Maverick Beverage Co., LLC - MN",Cottage Grove,1034497,Receiving,1.0,,,Wine,Sparkling,,,2026-09-14T00:00:00
Discrepancy,031259032863,Yellow Tail Moscato 1.5L,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034499,Inventory Received,1.0,0.0,-1.0,Wine,Moscato,,BO,2026-09-14T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034499,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,BO,2026-09-14T00:00:00
Discrepancy,082242016094,Bota Box Nighthawk Black Lush Pinot Noir 3L Box,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034499,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Noir,,BO,2026-09-14T00:00:00
Discrepancy,082242017558,Bota Box Merlot 3L Box,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034499,Inventory Received,1.0,0.0,-1.0,Wine,Merlot,,BO,2026-09-14T00:00:00
Discrepancy,082242017633,Bota Box Breeze Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034499,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,BO,2026-09-14T00:00:00
Discrepancy,082242018685,Bota Box Brightside Sauv Blanc/PG 3L Box,Phillips Wine & Spirits - St. Paul,Cottage Grove,1034499,Inventory Received,1.0,0.0,-1.0,Wine,White Blends,,BO,2026-09-14T00:00:00
Discrepancy,098652840013,Cline Farmhouse Red 750ml,Southern Glazer's Wine & Spirits of MN,Cottage Grove,1034501,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,,bo,2026-09-14T00:00:00
Discrepancy,087872632218,Stella Rosa Peach 750ml,"Breakthru Beverage Minnesota Wine & Spirits, LLC",Minneapolis,1034502,Receiving,1.0,,,Wine,Flavored,,,2026-09-14T00:00:00
Discrepancy,857680001533,High Valley Cabernet Sauvignon 750ml,Paustis Wine,Minneapolis,1034503,Receiving,1.0,,,Wine,Cabernet,Buyer's Select,,2026-09-14T00:00:00
Discrepancy,857680001618,High Valley Sauvignon Blanc 750ml,Paustis Wine,Minneapolis,1034503,Receiving,2.0,,,Wine,Sauvignon Blanc,Buyer's Select,,2026-09-14T00:00:00
Discrepancy,869382000219,One Flock Red Blend 750ml,Paustis Wine,Minneapolis,1034503,Receiving,5.0,,,Wine,Red Blends,Buyer's Select,,2026-09-14T00:00:00
Discrepancy,869382000271,One Flock Sauvignon Blanc 750ml,Paustis Wine,Minneapolis,1034503,Receiving,3.0,,,Wine,Sauvignon Blanc,Buyer's Select,,2026-09-14T00:00:00
Discrepancy,0842790093462,Il Tramonto Blackberry Spritz 375ml,Johnson Brothers - St. Paul,Minneapolis,1034504,Inventory Received,0.08,0.0,-0.08,Wine,Flavored,Free Goods,MI,2026-09-14T00:00:00
Discrepancy,605779976084,Jinro Green Grape 375ml,Johnson Brothers - St. Paul,Minneapolis,1034506,Inventory Received,3.0,0.0,-3.0,Wine,Fortified,,MI,2026-09-14T00:00:00
Discrepancy,605779976251,Jinro Strawberry 375ml,Johnson Brothers - St. Paul,Minneapolis,1034506,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,MI,2026-09-14T00:00:00
Discrepancy,795652200518,Jinro Chamisul Classico Soju 20.1% 750ml,Johnson Brothers - St. Paul,Minneapolis,1034506,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,MI,2026-09-14T00:00:00
Discrepancy,763955409105,Les Allies Blanc de Blanc 750ml,"Maverick Beverage Co., LLC - MN",Minneapolis,1034507,Receiving,1.0,,,Wine,Sparkling,,,2026-09-14T00:00:00
Discrepancy,084279977638,Risata Moscato d'Asti 750ml,Oxford Street Merchants,Minneapolis,1034508,Inventory Received,1.0,0.0,-1.0,Wine,Moscato,,BO,2026-09-14T00:00:00
Discrepancy,763955016006,XXL Strawberry 750ml,Paustis Wine,Minneapolis,1034509,Receiving,1.0,,,Wine,Flavored,,,2026-09-14T00:00:00
Discrepancy,074806184202,Daily's Strawberry RTD Frozen 10oz,Phillips Wine & Spirits - St. Paul,Minneapolis,1034510,Inventory Received,1.0,0.0,-1.0,Wine,Flavored,,BO,2026-09-14T00:00:00
Discrepancy,082242018685,Bota Box Brightside Sauv Blanc/PG 3L Box,Phillips Wine & Spirits - St. Paul,Minneapolis,1034510,Inventory Received,1.0,0.0,-1.0,Wine,White Blends,,BO,2026-09-14T00:00:00
Discrepancy,876153004093,Castello del Poggio Prosecco 750ml,Phillips Wine & Spirits - St. Paul,Minneapolis,1034510,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,,2026-09-14T00:00:00
Discrepancy,083120003021,Franzia Moscato 5L Box,Southern Glazer's Wine & Spirits of MN,Minneapolis,1034511,Receiving,2.0,,,Wine,Other Whites,,,2026-09-14T00:00:00
Discrepancy,083120003540,Franzia Pink Moscato 5L Box,Southern Glazer's Wine & Spirits of MN,Minneapolis,1034511,Receiving,3.0,,,Wine,Other Whites,,,2026-09-14T00:00:00
Discrepancy,083120100393,Franzia Pinot Grigio 5L Box,Southern Glazer's Wine & Spirits of MN,Minneapolis,1034511,Receiving,3.0,,,Wine,Pinot Grigio/Gris,,,2026-09-14T00:00:00
Discrepancy,083120100690,Franzia Chillable Red 5L Box,Southern Glazer's Wine & Spirits of MN,Minneapolis,1034511,Receiving,1.0,,,Wine,Red Blends,,,2026-09-14T00:00:00
Discrepancy,083120102090,Franzia Chardonnay 5L Box,Southern Glazer's Wine & Spirits of MN,Minneapolis,1034511,Receiving,1.0,,,Wine,Chardonnay,,,2026-09-14T00:00:00
Discrepancy,083120102892,Franzia Crisp White 5L Box,Southern Glazer's Wine & Spirits of MN,Minneapolis,1034511,Receiving,2.0,,,Wine,White Blends,,,2026-09-14T00:00:00
Discrepancy,083120103691,Franzia Sunset Blush 5L Box,Southern Glazer's Wine & Spirits of MN,Minneapolis,1034511,Receiving,3.0,,,Wine,Rose,,,2026-09-14T00:00:00
Discrepancy,842094150915,20 Red Shot Glasses,"True Brands, Inc.",Minneapolis,1034512,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,842094171217,"16 oz Red Party Cups, 50 pack by True","True Brands, Inc.",Minneapolis,1034512,Receiving,14.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,842094181766,2 oz plastic shot glasses,"True Brands, Inc.",Minneapolis,1034512,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718022524,Cone Silicone Bottle Stoppers,"True Brands, Inc.",Minneapolis,1034512,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718030413,Shoot Ping Pong Balls,"True Brands, Inc.",Minneapolis,1034512,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718030420,"16 oz Red Party Cups, 24 pack by True","True Brands, Inc.",Minneapolis,1034512,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718048074,Shotski Classic Shot Glass by True,"True Brands, Inc.",Minneapolis,1034512,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,3760010532744,Mirabeau Forever Summer Rose 750ml,"Grape Beginnings, Inc.",Minnetonka,1034515,Receiving,1.0,,,Wine,Rose,,,2026-09-14T00:00:00
Discrepancy,086003255067,The Prisoner Wine Co Prisoner Red Blend 750ml,Southern Glazer's Wine & Spirits of MN,Minnetonka,1034520,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,,MI,2026-09-14T00:00:00
Discrepancy,853868006703,Pavette Cabernet Sauvignon 750ml,Libation Project,Minnetonka,1034521,Receiving,1.0,,,Wine,Cabernet,Store Request,,2026-09-14T00:00:00
Discrepancy,842094109449,Garden Party Assorted Wine Bags Cakewalk,"True Brands, Inc.",Minnetonka,1034523,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,842094109456,No-Mess Glitter Bow Assorted Wine Bag by Cakewalk,"True Brands, Inc.",Minnetonka,1034523,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,842094116423,Boho Cheers Single Bottle Wine Bag Cakewalk,"True Brands, Inc.",Minnetonka,1034523,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718007705,Sommelier Waiter's Corkscrew,"True Brands, Inc.",Minnetonka,1034523,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718039331,Truly Tiki Assorted Wine Bag Cakewalk,"True Brands, Inc.",Minnetonka,1034523,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Osseo,1034528,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,not on truck ,2026-09-14T00:00:00
Discrepancy,082242018685,Bota Box Brightside Sauv Blanc/PG 3L Box,Phillips Wine & Spirits - St. Paul,Osseo,1034528,Inventory Received,1.0,0.0,-1.0,Wine,White Blends,,not on truck ,2026-09-14T00:00:00
Discrepancy,605779976084,Jinro Green Grape 375ml,Johnson Brothers - St. Paul,Plymouth,1034534,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,not on truck,2026-09-14T00:00:00
Discrepancy,605779976251,Jinro Strawberry 375ml,Johnson Brothers - St. Paul,Plymouth,1034534,Inventory Received,1.0,0.0,-1.0,Wine,Fortified,,not on truck,2026-09-14T00:00:00
Discrepancy,856036001098,Underwood Bubbles 355ml,Oxford Street Merchants,Plymouth,1034536,Inventory Received,1.0,0.0,-1.0,Wine,Sparkling,,not on truck,2026-09-14T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Plymouth,1034537,Inventory Received,4.0,1.0,-3.0,Wine,Pinot Grigio/Gris,,error,2026-09-14T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Plymouth,1034537,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,not on truck,2026-09-14T00:00:00
Discrepancy,082242017657,Bota Box Nighthawk Black Malbec 3L Box,Phillips Wine & Spirits - St. Paul,Plymouth,1034537,Inventory Received,1.0,0.0,-1.0,Wine,Malbec,,not on truck,2026-09-14T00:00:00
Discrepancy,088586013348,Chateau Ste Michelle Light Chardonnay  750ml,Southern Glazer's Wine & Spirits of MN,Plymouth,1034538,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,bo,2026-09-14T00:00:00
Discrepancy,892931000347,A to Z Pinot Noir 750ml,Southern Glazer's Wine & Spirits of MN,Plymouth,1034538,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Noir,,bo,2026-09-14T00:00:00
Discrepancy,876718020360,Sommelier: Waiter's Corkscrew,"True Brands, Inc.",Plymouth,1034540,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718021893,Maraca Plastic Recipe Shaker In Box,"True Brands, Inc.",Plymouth,1034540,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,082242010450,Bota Box Cabernet Sauvignon 3L Box,Phillips Wine & Spirits - St. Paul,Ramsey,1034543,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,Free Goods,MI ,2026-09-14T00:00:00
Discrepancy,085000018194,Alamos Malbec 750ml,Johnson Brothers - St. Paul,Ramsey,1034544,Inventory Received,1.0,0.0,-1.0,Wine,Malbec,,broke on truck,2026-09-14T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Ramsey,1034546,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,MI ,2026-09-14T00:00:00
Discrepancy,082242017558,Bota Box Merlot 3L Box,Phillips Wine & Spirits - St. Paul,Ramsey,1034546,Inventory Received,1.0,0.0,-1.0,Wine,Merlot,,MI ,2026-09-14T00:00:00
Discrepancy,086003255067,The Prisoner Wine Co Prisoner Red Blend 750ml,Southern Glazer's Wine & Spirits of MN,Ramsey,1034547,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,,Mi,2026-09-14T00:00:00
Discrepancy,082242018685,Bota Box Brightside Sauv Blanc/PG 3L Box,Phillips Wine & Spirits - St. Paul,Rosemount,1034556,Inventory Received,1.0,0.0,-1.0,Wine,White Blends,,BO,2026-09-14T00:00:00
Discrepancy,842094109418,For You Botanical Single Bottle Wine Bag by Cakewalk,"True Brands, Inc.",Rosemount,1034559,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,842094153343,"Long Bamboo Appetizer Picks 7""","True Brands, Inc.",Rosemount,1034559,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,842094181766,2 oz plastic shot glasses,"True Brands, Inc.",Rosemount,1034559,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718047664,Colorful Cheers Wine Bag by Cakewalk,"True Brands, Inc.",Rosemount,1034559,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,876718048074,Shotski Classic Shot Glass by True,"True Brands, Inc.",Rosemount,1034559,Receiving,1.0,,,Miscellaneous,Accessories,,,2026-09-14T00:00:00
Discrepancy,082242010450,Bota Box Cabernet Sauvignon 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034564,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,Free Goods,mi,2026-09-14T00:00:00
Discrepancy,031259014050,Yellow Tail Cab Merlot 1.5L,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Merlot,,mi,2026-09-14T00:00:00
Discrepancy,081584013105,K J Vintner's Chardonnay 750ml,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,mi,2026-09-14T00:00:00
Discrepancy,082242011051,Bota Box Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,2.0,0.0,-2.0,Wine,Chardonnay,,mi,2026-09-14T00:00:00
Discrepancy,082242012935,Bota Box Sauvignon Blanc 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,3.0,0.0,-3.0,Wine,Sauvignon Blanc,,mi,2026-09-14T00:00:00
Discrepancy,082242013253,Bota Box Pinot Grigio 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Pinot Grigio/Gris,,mi,2026-09-14T00:00:00
Discrepancy,082242013741,Bota Box NightHawk Red Blend 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Red Blends,,mi,2026-09-14T00:00:00
Discrepancy,082242014373,Bota Box Dry Rose 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,2.0,0.0,-2.0,Wine,Rose,,mi,2026-09-14T00:00:00
Discrepancy,082242014380,Bota Box Nighthawk Black Cab Sauv 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Cabernet,,mi,2026-09-14T00:00:00
Discrepancy,082242015691,Bota Box Nighthawk GD Chardonnay 3L Box,Phillips Wine & Spirits - St. Paul,Roseville,1034569,Inventory Received,1.0,0.0,-1.0,Wine,Chardonnay,,mi,2026-09-14T00:00:00
